"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0000150",8947.96433922446,-0.293981972319037,0.10110836642973,-2.90759293913975,0.00364222097878014,0.0377666164350986
"FBgn0000152",510.941216667029,-0.136048668718777,0.131760285336295,-1.03254685864968,0.301816008079061,0.617973968194177
"FBgn0000153",24.8033255092442,-0.543468384967408,0.399891371103918,-1.3590400399667,0.1741339011825,0.463240480527074
"FBgn0000158",6.04262001837338,0.452472799603113,0.765580881253609,0.591018938276261,0.554507731802398,0.811865937102589
"FBgn0000163",896.117714488567,-0.267721235152475,0.122223637372771,-2.19042110762871,0.0284937106011817,0.15452566394341
"FBgn0000166",8.04623022031259,-0.821527395918019,0.703658303873886,-1.16750899036538,0.243004879780894,0.552365811039604
"FBgn0000171",6836.94909372571,-0.375138524264831,0.10347499167526,-3.62540279724926,0.000288511403534678,0.00586448764806743
"FBgn0000173",1545.75930144852,0.0559675442440991,0.112397666675729,0.497942225131483,0.618524764446597,0.848652797305989
"FBgn0000180",27.4074326989713,-0.521847249601492,0.389169368168938,-1.34092580836156,0.179944541937353,0.470810040454948
"FBgn0000181",13451.716768479,-0.00138321875462653,0.0971205030254983,-0.0142422939702379,0.988636677693643,0.997478333083701
"FBgn0000182",3.81792610060926,-0.886372222338465,0.9600367500513,-0.923269054326411,0.355867010373259,NA
"FBgn0000183",2642.62990426784,0.0442146192455898,0.0887373937463663,0.498263667422623,0.618298212695532,0.848652797305989
"FBgn0000210",1573.19737978274,-0.25437341222456,0.120646153643091,-2.10842537903923,0.0349942110982258,0.178201276712773
"FBgn0000212",3287.44470109952,-0.0936990310113136,0.0975458824371613,-0.960563671887168,0.336771602009357,0.652537788842536
"FBgn0000221",208.619571128952,-0.21711619906076,0.155304049326189,-1.39800732822327,0.162110866576848,0.444922717679225
"FBgn0000228",781.163723983587,-0.11202403037074,0.117708844391978,-0.95170444455042,0.341246894680079,0.653967562580911
"FBgn0000229",907.472940074548,0.429580772403998,0.116215531600071,3.69641446792415,0.000218665882254292,0.00469431735483529
"FBgn0000233",5.1570565417054,0.822348147413904,0.862392388513462,0.953566100961786,0.340303321837279,0.653485654105936
"FBgn0000239",2481.47544462585,0.0340321507422364,0.0953312138045013,0.356988539053192,0.721100385714406,0.89786736960722
"FBgn0000241",8.27991934490019,-0.44882236547483,0.734738109707448,-0.610860331790246,0.541292048117415,0.804315433596559
"FBgn0000242",160.669022971663,0.1233806461292,0.170923878348585,0.721845580156891,0.470389422500074,0.755017412360016
"FBgn0000244",510.181336818746,-0.00610496703688051,0.130897895796139,-0.0466391533626211,0.962800826098078,0.991122133016247
"FBgn0000246",176.406999887938,0.866049523324346,0.180982650870455,4.78526267108471,1.70763858594819e-06,9.15080827244987e-05
"FBgn0000247",2662.76541830682,-0.194367801495396,0.0986552181483024,-1.97017253768791,0.0488185997942704,0.218688962714772
"FBgn0000250",2251.31341034528,-0.0751798894210746,0.100870606309153,-0.745310176788867,0.456084230352023,0.746414619400314
"FBgn0000251",1.97494655366622,-0.610552598789063,1.30968805010473,-0.46618169780219,0.641085448708083,NA
"FBgn0000253",10292.2480556514,0.381309359456337,0.0824263496587571,4.62606146013923,3.7268474950522e-06,0.000169968034162647
"FBgn0000256",2184.38418658361,-0.122260788520383,0.114650659188735,-1.06637667315214,0.286253402162044,0.600680054466856
"FBgn0000257",753.281306805739,-0.306480608275684,0.105275956047289,-2.91121182635488,0.00360029844561645,0.0375078479619872
"FBgn0000258",1079.54960823279,0.858704748205311,0.119132303135991,7.20799250582008,5.67827544345096e-13,2.21297880237039e-10
"FBgn0000259",2030.20731415353,0.429461092731471,0.112068851164866,3.83211827610942,0.000127044631090735,0.00304268342729598
"FBgn0000261",1903.17041403306,-0.233656624243012,0.0980795651289656,-2.38231709057615,0.0172040762833065,0.111158816920173
"FBgn0000273",2102.20955550439,0.0236799599782359,0.133119602416428,0.177884846021097,0.858813412161251,0.95319950755606
"FBgn0000276",69.4954404571978,1.03241594121204,0.299944768731996,3.4420201611668,0.000577387215075131,0.0102688600475296
"FBgn0000277",31.9804361333087,0.761660999614015,0.442395770889365,1.72167332902577,0.0851287113809457,0.306420474970709
"FBgn0000278",44.7021165411534,0.27468761680143,0.302609789610241,0.907728785493773,0.364021531611475,0.675235695431825
"FBgn0000279",98.3128171622255,0.342514797480715,0.216127819064864,1.58477885430344,0.113016588419268,0.364013609732082
"FBgn0000283",3526.25121945621,0.127739919063203,0.103487030726685,1.23435679008485,0.217069982825786,0.518717400431519
"FBgn0000286",484.866177021058,-0.0683837165227769,0.128727954702069,-0.531226621917871,0.59526174693886,0.833232644781787
"FBgn0000289",3448.74052161824,-0.0846433605857608,0.0963271527700639,-0.878707178107998,0.379560065646921,0.690211665505133
"FBgn0000299",50847.9195970174,-0.235803897598257,0.100041689878053,-2.35705632207626,0.0184204527750811,0.116301150289798
"FBgn0000303",2.69199776092852,0.565851956545306,1.1798357657223,0.479602308206759,0.631510204755022,NA
"FBgn0000307",1642.79854032987,0.292690757317929,0.125449593131462,2.33313436904661,0.0196410941186108,0.121327623179372
"FBgn0000308",16757.7888726297,0.295062444852905,0.105209848771903,2.80451353458939,0.00503925718600409,0.0485467315874146
"FBgn0000313",58.3923604861479,0.0103674625806147,0.25709015924903,0.0403261743308201,0.967833086648939,0.992182569156994
"FBgn0000316",1.90673089405662,1.66822458422409,1.51295346588665,1.10262782156783,0.270188823118663,NA
"FBgn0000317",1436.6674748145,0.192194491375472,0.107329819634961,1.79069052784347,0.0733429705775816,0.280574916848861
"FBgn0000318",906.748950178166,-0.109674466100202,0.127116899470488,-0.862784307649546,0.388256068586684,0.696787167554772
"FBgn0000319",14032.9098465274,-0.0678452625711218,0.108790712960773,-0.623631013389763,0.532869938254156,0.798978898828755
"FBgn0000326",269.36647668485,0.0661703940271327,0.146704789811459,0.451044537210905,0.651957450039487,0.866245649564321
"FBgn0000330",227.229926937901,-0.0748936793364352,0.168899646349696,-0.443421173194008,0.657461123884885,0.868669298610314
"FBgn0000337",25.3296118158632,-0.312037862754241,0.390159941241196,-0.799769094083751,0.423844592509719,0.723600911122645
"FBgn0000338",1832.90071304464,-0.185068938199693,0.140759082524178,-1.3147921603418,0.188579762927962,0.48025580158861
"FBgn0000339",565.943870669572,0.328214711886841,0.129690150377798,2.53076051597383,0.0113815528999383,0.084008654001221
"FBgn0000346",94.0122418329444,0.0713520634433135,0.225893774464074,0.315865559432056,0.752104554176414,0.910425589087755
"FBgn0000351",34.3179424319261,-0.181253944471895,0.341232778776241,-0.531173895784349,0.595298280561861,0.833232644781787
"FBgn0000352",837.42414547209,-0.0319128321818821,0.110009670443302,-0.290091153380281,0.771746503531792,0.919677517753811
"FBgn0000357",3.41206146108225,-0.158860020428532,1.00751211183585,-0.157675544107418,0.874712472375213,NA
"FBgn0000363",3.19834437892433,0.249090007859153,1.05887271293699,0.235240746896058,0.814021881753595,NA
"FBgn0000370",11183.2325638459,0.183437848313613,0.0889081277352134,2.06322923433872,0.0390908538330587,0.189896058352467
"FBgn0000376",1250.22169789731,-0.275813635149399,0.101402654330126,-2.71998437290865,0.00652850015318375,0.0586129427365419
"FBgn0000377",892.781656676872,-0.17946447349806,0.103222934332444,-1.73861046150916,0.0821033051173417,0.29930005870582
"FBgn0000382",733.166347565048,-0.0808295832461906,0.131910936035938,-0.612758772511246,0.540035854807437,0.803586848163652
"FBgn0000384",598.769742502085,0.160363484828422,0.14574187485335,1.10032538685114,0.271190374796435,0.583672414352089
"FBgn0000392",1080.22501007295,-0.0517045742299379,0.108124566649532,-0.478194510573435,0.632511769239084,0.855309377824846
"FBgn0000394",621.776498609087,-0.163445501495504,0.116279833096545,-1.40562208547202,0.159836374304184,0.442504705613197
"FBgn0000395",496.868748925582,-0.0731911716460458,0.178376783726193,-0.410317812201355,0.681572827361918,0.879637719401717
"FBgn0000404",2429.43691671892,0.107947375654208,0.0944301093132895,1.14314572374445,0.252978092863717,0.564561896231532
"FBgn0000405",2318.16095763606,0.115000006530455,0.107639673458121,1.06837937013249,0.285349418948242,0.599695829266191
"FBgn0000406",265.504534086402,-0.466294219028704,0.217584669268122,-2.14304721282594,0.0321093074857487,0.167155557002313
"FBgn0000409",4201.57495445841,-0.0815322000826326,0.103922745825126,-0.784546245725927,0.432719657377642,0.729767573240735
"FBgn0000412",2799.13258448947,0.00480862996850597,0.105915037053577,0.0454008241159708,0.963787824116985,0.991122133016247
"FBgn0000413",2709.40938940049,-0.323149049736633,0.104156482930396,-3.10253419321563,0.00191871381055561,0.0244807324578926
"FBgn0000414",2340.49059884155,0.0109135353040278,0.100667071580404,0.108412166289262,0.913668750714174,0.974837713865521
"FBgn0000416",38598.0769091585,-0.0433132766858712,0.080319705766699,-0.539260898336471,0.589706845232116,0.831903821269643
"FBgn0000422",6.74265328273015,0.0952422131003856,0.736901817898062,0.129246815229815,0.897162353637425,0.967499904796109
"FBgn0000426",698.175330980274,0.182205383175252,0.130472191991295,1.39650741199633,0.162561750168381,0.446017422701984
"FBgn0000442",3.5897139674292,-0.278057037079014,1.0166901897214,-0.273492397084316,0.784474735900518,NA
"FBgn0000447",619.766706055603,0.0372069596402822,0.119488767350277,0.311384580035137,0.755508274985107,0.911970709520246
"FBgn0000448",7.6196943997875,-0.390202318128879,0.676526193393787,-0.576773407946605,0.564092535541963,0.816154134278904
"FBgn0000454",2699.07975684253,-0.276495834228577,0.103363524578636,-2.67498457851278,0.00747326877524068,0.0641399464253389
"FBgn0000455",535.584420486092,-0.357440335424955,0.122159298967716,-2.92601822739191,0.00343330820799929,0.0362526903637758
"FBgn0000459",4.72127204926306,-0.330225173731923,0.895173017769887,-0.368895361205816,0.712205721106488,NA
"FBgn0000464",1545.39507599984,-0.0416086087229927,0.110434583761417,-0.376771544798719,0.706343388963825,0.892859272291517
"FBgn0000472",2633.44795110363,0.111412471350903,0.293034061058821,0.380203144127123,0.70379462551117,0.891071340687061
"FBgn0000473",16.1619357311383,-0.365528267324306,0.512573435463255,-0.713123704887179,0.475769212134164,0.759070566586959
"FBgn0000479",881.735274115995,-0.141121582996615,0.110392742532737,-1.27835924499081,0.201122787123588,0.497302168957596
"FBgn0000482",1016.72674706469,-0.219126042682974,0.107183689337161,-2.04439727759028,0.0409143160453246,0.194564251676435
"FBgn0000489",111.801127833465,-0.215788411151955,0.197398725558723,-1.09316010293978,0.27432351086658,0.587571766717476
"FBgn0000490",200.715975283772,-0.154311244845573,0.192126710641296,-0.803174344319441,0.42187397205701,0.722296632624754
"FBgn0000497",2.24808659027143,1.8273237146737,1.4686020530308,1.24426062928524,0.21340365606404,NA
"FBgn0000499",965.301050177761,-0.209674581906398,0.110007082061625,-1.90600984933807,0.0566489277958243,0.241285597079681
"FBgn0000500",4.59066130658498,-0.769135685320604,0.908439859749264,-0.84665558987349,0.397187119104775,NA
"FBgn0000504",7.05351060076576,2.55255836085031,0.874751676658365,2.91803768882311,0.00352241772448105,0.0370112862373781
"FBgn0000520",600.107937693787,-0.494243938046158,0.118648101023434,-4.16562872715967,3.10495661647867e-05,0.000989661636791379
"FBgn0000524",891.43494654168,-0.126254295060952,0.110493716078657,-1.14263778558299,0.253189010473015,0.564882273170864
"FBgn0000527",136.818365835816,-0.276290748892714,0.192478937879676,-1.43543367360761,0.151163556093524,0.429733531149163
"FBgn0000533",6.69485080834908,-0.195873070393094,0.773372450268045,-0.253271331717604,0.800058548005245,0.929505498560073
"FBgn0000535",177.570397557396,-0.326274112628607,0.202977435080849,-1.60744031718918,0.107957811862328,0.355645458411988
"FBgn0000536",871.564340263215,0.324770076742128,0.108744881730708,2.98653207004608,0.00282161241583734,0.0320855502034342
"FBgn0000541",4907.42933176042,0.475834818305147,0.120676708790696,3.94305432318713,8.04504232997621e-05,0.00211626212458127
"FBgn0000542",161.251734101947,-0.278892397064985,0.190918593940719,-1.46079222200632,0.144072471010483,0.421331351861579
"FBgn0000543",727.251449213542,-0.306269515166411,0.120256884606381,-2.54679402488163,0.0108717582093972,0.0814811668595905
"FBgn0000546",937.50763864963,0.00694744092001728,0.126715728342218,0.054826981708652,0.956276304432195,0.988917263804323
"FBgn0000547",341.819532101959,-0.27711825990685,0.16986870718593,-1.63136733361684,0.102812833372377,0.345016529680923
"FBgn0000551",1.61858659292467,-1.26928915926616,1.62031093543129,-0.783361471869783,0.43341487435544,NA
"FBgn0000556",196242.63475424,-0.171409785472388,0.0924930541436251,-1.85321792062591,0.0638511300921448,0.258235655382099
"FBgn0000557",43.7338881393839,0.0962885557348151,0.302517162687818,0.318291216535637,0.750264046337382,0.909096090064544
"FBgn0000559",107459.984843713,-0.183849961504295,0.0889689668850326,-2.06645044829923,0.0387859666407091,0.189063350524982
"FBgn0000562",1459.26209090544,-0.0552370314349129,0.106494045729685,-0.518686571220345,0.603979327708309,0.839478428629785
"FBgn0000565",602.091318890895,-0.368139593970699,0.135410255232349,-2.71869802873507,0.00655394110889614,0.0587183814709253
"FBgn0000566",798.319452957683,0.0298847504406743,0.129347482655411,0.23104238155364,0.817281876890747,0.936072967386895
"FBgn0000567",261.174489927451,-0.0448881711036944,0.161935586050474,-0.277197694456753,0.78162830985122,0.923478176748568
"FBgn0000568",3629.20106702084,-0.290581700098291,0.278443336935196,-1.04359365642109,0.296673429084291,0.614051510688682
"FBgn0000575",1422.23943406212,0.231315678511248,0.141225137895495,1.63792142077721,0.101438086846779,0.341994840216765
"FBgn0000578",5449.5202851932,-0.051116490098471,0.104729242798844,-0.488082303780731,0.625491545063905,0.852211108752252
"FBgn0000579",8747.49602754771,-0.296099681460811,0.0863778818690687,-3.42795719290313,0.000608141344776627,0.0105775748472715
"FBgn0000581",3447.49977054138,-0.0682466832792923,0.10943171507148,-0.623646291522652,0.532859902354339,0.798978898828755
"FBgn0000588",339.933096425054,-0.212405342856623,0.141911715657648,-1.49674282966908,0.134460187250108,0.402394989697181
"FBgn0000592",3.23518021637192,0.578418909258638,1.11616964084297,0.518217740469805,0.604306358441565,NA
"FBgn0000594",21.5055544221632,0.0148415425371254,0.462742752829972,0.0320729875213816,0.97441384515921,0.992384632039318
"FBgn0000611",1381.0940727493,0.18105551312596,0.0962387937066743,1.88131527996702,0.0599290436818685,0.248403363398209
"FBgn0000615",382.453618481429,0.325112957450886,0.159560094244581,2.03755806857658,0.0415941490920812,0.196923376209555
"FBgn0000617",819.394907802035,-0.314532922283191,0.122333297509959,-2.57111455903971,0.0101371787707744,0.0782323769402516
"FBgn0000618",151.719107455574,0.0112188895927556,0.193192843700046,0.0580709377112036,0.95369212366142,0.987555104863891
"FBgn0000629",1117.348108731,-0.193268176388924,0.109598525732293,-1.76341949034063,0.0778297649654403,0.289380921428311
"FBgn0000630",20.7694859934066,-0.657903394782759,0.454314153063865,-1.44812436580701,0.147582272283161,0.425759671824404
"FBgn0000633",24.6652246086759,-0.171914458478744,0.407887863882421,-0.421474806439203,0.673408404210567,0.876412212765848
"FBgn0000634",352.304051150188,0.159073622646113,0.139790680103562,1.13794154609067,0.255144891495306,0.566765862941656
"FBgn0000635",153.590920495358,-0.567332561839256,0.264625578455312,-2.14390674231464,0.0320403598637628,0.166999419739758
"FBgn0000636",50.0551704895125,0.0129717547712217,0.284911872730601,0.0455290074327201,0.963685654277776,0.991122133016247
"FBgn0000640",1.06768914370252,1.74274302140261,2.13531213027017,0.816153758833425,0.414412200241252,NA
"FBgn0000644",6.04020974515201,-0.063926708163948,0.792018373563434,-0.0807136681392,0.935669666680352,0.98169746966683
"FBgn0000658",3.95387516007344,0.710058362499975,0.958136297507542,0.741082833775417,0.458643217302724,NA
"FBgn0000659",2.16922465081853,1.21744614002396,1.34052241878032,0.908187825110492,0.363778995400945,NA
"FBgn0000662",1177.01242874584,0.0392263411098776,0.10207989222458,0.384270988683825,0.700777608081319,0.889616110703173
"FBgn0000667",1500.48574631614,-0.391301130917841,0.0954858189169648,-4.09800256578539,4.16730662943667e-05,0.00124931772869895
"FBgn0000709",2264.79287822534,-0.156283238777692,0.10173228211846,-1.53622071109848,0.124484258076574,0.384886633703793
"FBgn0000711",1054.20966486706,0.214162183984895,0.103090164803391,2.07742595419588,0.0377622627930187,0.186540008438386
"FBgn0000719",2103.47083775719,-0.0795067019935892,0.107027199942315,-0.742864449751479,0.457563750789831,0.746491628553497
"FBgn0000721",930.391964981681,-0.0571564415321412,0.10728912844006,-0.532732834753835,0.594218533485205,0.833093656683691
"FBgn0000723",2013.91469924675,-0.213963748931741,0.095128972930735,-2.24919645760847,0.0244999997546371,0.139433612512229
"FBgn0000808",130.706188805284,-0.0465366341510863,0.195148941890227,-0.238467263518465,0.811518702968432,0.934411615492812
"FBgn0000810",291.929245512246,0.534234851671842,0.162519099238853,3.2872127286817,0.00101184366511002,0.0153821765685343
"FBgn0000826",125.67315413373,-0.254908003811389,0.195713621520931,-1.30245407463439,0.192761207641663,0.485669877848845
"FBgn0000927",33.9665866269402,-0.677484288743089,0.34170060403437,-1.98268390732767,0.0474027482540737,0.214249427269598
"FBgn0000928",677.617319236748,-0.135216080156134,0.122780787474487,-1.10128044409416,0.270774619688085,0.5833220073381
"FBgn0000986",2374.75581623916,0.0305900867783015,0.112046452025613,0.273012542791705,0.784843573959466,0.924518595500621
"FBgn0000996",1207.37177158446,0.071443891974148,0.102694306594362,0.695694769685217,0.486620001734641,0.767434799976969
"FBgn0001075",44.38550658436,-0.187821953363953,0.311594611347508,-0.602776641584739,0.546657287885157,0.807132305219513
"FBgn0001078",1144.969960599,-0.299096855307281,0.125999750276378,-2.37378927062329,0.0176065956943443,0.112571925043481
"FBgn0001079",376.74953421099,-0.0828909224259535,0.132831024679279,-0.624032846438503,0.532606013984252,0.798978898828755
"FBgn0001083",189.884327511671,-0.218347118243287,0.189486671746921,-1.15230858313303,0.249194291189317,0.561227174325506
"FBgn0001084",68.6324177242108,0.0358778184660941,0.244523653448063,0.146725349307422,0.883348809292881,0.961376455363212
"FBgn0001085",9.94514231350321,0.227604632508319,0.64985156102026,0.35024095679786,0.726157871850738,0.900587567912376
"FBgn0001086",1137.41593949226,0.0800870295399795,0.102179586298133,0.783786981739253,0.433165113844441,0.730375159508797
"FBgn0001087",1704.45721813157,-0.202959960349893,0.0923863727154071,-2.19686036354196,0.0280304203889986,0.152592269470015
"FBgn0001089",51.9274765091295,-0.330564948331266,0.282521739212353,-1.17005137110105,0.241980296340831,0.551498952904382
"FBgn0001090",41.4418190562345,-0.241633260188222,0.316015092870756,-0.764625695542475,0.444494463701755,0.737726583774458
"FBgn0001091",4323.52854773218,-0.352354022003002,0.10661020279687,-3.30506849024911,0.000949531931988694,0.0147795820211279
"FBgn0001092",9128.39640147106,-0.188233514121343,0.122226201329874,-1.54004225013361,0.123550055074216,0.383950044293702
"FBgn0001098",495.635796202185,-0.196729736797649,0.123587878407091,-1.59182064886358,0.111425009125527,0.360905542962104
"FBgn0001104",6854.80590537265,0.0469141218060248,0.0849908594227849,0.551990203707103,0.58095506504491,0.826924923452338
"FBgn0001105",4157.87538527571,-0.0687778494764415,0.0946139215376436,-0.726931601171157,0.467267857374832,0.752791170449419
"FBgn0001108",2258.1895838725,-0.165659899483534,0.0927823533099961,-1.78546774870051,0.0741854780944898,0.281783629059674
"FBgn0001114",39030.5141530254,-0.17941974443355,0.100641050849394,-1.7827689885914,0.0746239158534141,0.282858291126071
"FBgn0001120",1.78351909274173,0.333976290565709,1.4603911060767,0.228689622373096,0.819110161212982,NA
"FBgn0001122",996.393754348971,0.39184959353543,0.125569850517525,3.1205706777579,0.00180500976887803,0.0234728085470144
"FBgn0001123",921.350866728487,0.425538102297259,0.140165057471436,3.03597850972221,0.00239756452147264,0.0289445217074603
"FBgn0001124",1265.57373924389,-0.188063950037293,0.0972551495574104,-1.93371714395728,0.0531479147962555,0.231549909280028
"FBgn0001125",2413.2691748601,-0.198518271539441,0.107544632422165,-1.84591519881866,0.0649045194509857,0.260773828384607
"FBgn0001128",269.15925155333,-0.125751851470148,0.142883075768789,-0.880103194822296,0.378803408572914,0.689859903378115
"FBgn0001133",485.092828986905,-0.240138754836886,0.131751304594278,-1.82266699807173,0.0683538415584681,0.26945555748152
"FBgn0001134",8.43060910076536,-0.858721212953393,0.709286854686632,-1.21068254300692,0.226017095415614,0.531187268157459
"FBgn0001137",494.04936828311,0.197991586179598,0.140920343736281,1.40498937861038,0.160024436697005,0.442596619432296
"FBgn0001139",3996.449369262,-0.232983073407464,0.110542044738882,-2.10764215514384,0.0350619543028837,0.178304386828544
"FBgn0001142",372.987333134461,-0.431771793438326,0.362385702654684,-1.19147027676685,0.233469018449138,0.540494613908034
"FBgn0001145",423.409360905574,-0.429660477912688,0.186938903075101,-2.29840055143619,0.0215390021634973,0.128083414400583
"FBgn0001149",2032.2684667031,-0.125222163446073,0.0976864008590665,-1.28187918016073,0.199885032501292,0.496182475004654
"FBgn0001150",44.5732961734997,-0.203517617827088,0.30124614523872,-0.675585799333009,0.499303660087673,0.776208367368884
"FBgn0001168",2834.88363615398,-0.00867730373570164,0.294995058829946,-0.0294150816292276,0.976533544608867,0.992855556492161
"FBgn0001169",1413.78610760021,0.0445430559009366,0.106888133193741,0.416725922420217,0.676878891322132,0.878216929493474
"FBgn0001170",2.09528886617744,-0.630794044133084,1.29917201581167,-0.485535430609618,0.627296586240239,NA
"FBgn0001179",947.414727231218,-0.000802054377727213,0.100787566381763,-0.00795787026635002,0.993650605193105,0.999010352828997
"FBgn0001180",3.86828963725665,-0.527327905093156,0.982316269710353,-0.53682090112245,0.59139133273293,NA
"FBgn0001185",474.551200694181,0.195248608950394,0.125120679893138,1.56048232088533,0.118645944601173,0.374271644227542
"FBgn0001186",2529.60674147516,-0.0947926362090813,0.105960782531402,-0.894601133971329,0.37100034544602,0.681731024829442
"FBgn0001187",9.34839514700682,-0.66161018920136,0.649282504793406,-1.01898662649454,0.308209315610971,0.625179528157287
"FBgn0001189",1348.46066493987,-0.0158592036290265,0.103650029872771,-0.153007226804406,0.878392576234431,0.958361846014116
"FBgn0001197",3285.17781349619,0.0163600864636434,0.0896414821594909,0.182505755923751,0.855185837644925,0.951637037244333
"FBgn0001202",718.093673555192,0.0432776340761363,0.118093093574472,0.366470491763724,0.714014027572043,0.894351942259607
"FBgn0001203",389.640267313737,-0.441206851284485,0.199969247625063,-2.20637351254997,0.0273578580464631,0.150362996724599
"FBgn0001205",426.506003869465,-0.256972425322254,0.143108343311311,-1.79564950146372,0.0725502778753518,0.278851814712686
